Report of testing
======================General information===================
Total number of different cases: 1016
proportional: 1016
unproportional: 0
zeroDerivations: 0
correct answers number: 1016
incorrect answers number: 0
Average K: 2.0
Max K: 2
Average time per process: 382.3039162158966
average time per test: 4.497693131951725
======================Special cases=========================
=======================Incorrect answers=========================
=======================Zero derivations=========================
=======================Unproportional derivations=========================
=====================Proportional derivations==================
825):  (3, 15, 9, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(8*x**10 + x**9 + 2*x**8 + 8*x**7 + 9*x**6 + 6*x**5 + 5*x**4 + x**3 + x**2 + 2*x + 2)] |-----|
826):  (15, 13, 4, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(3*x**5 + 8*x**4 + 5*x**3 + 6*x**2 + 3*x + 3)] |-----|
827):  (10, 14, 8, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(x**9 + 4*x**8 + 3*x**7 + 4*x**6 + 9*x**5 + 2*x**4 + 5*x**3 + 7*x**2 + 7*x + 7)] |-----|
828):  (12, 3, 12, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(4*x**13 + 3*x**12 + 3*x**11 + 2*x**10 + 2*x**9 + 3*x**8 + 6*x**7 + 3*x**6 + 5*x**5 + 6*x**4 + 6*x**3 + 9*x**2 + 3*x + 3)] |-----|
829):  (12, 9, 2, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(8*x**3 + 8*x**2 + 6*x + 7)] |-----|
830):  (8, 1, 13, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(6*x**14 + 2*x**13 + 2*x**12 + 6*x**11 + x**10 + 6*x**9 + 4*x**8 + 2*x**7 + 8*x**6 + 2*x**5 + 8*x**4 + 7*x**3 + x**2 + 6*x + 9)] |-----|
831):  (2, 7, 5, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(7*x**6 + 4*x**5 + 6*x**4 + 6*x**3 + 4*x**2 + 7*x + 1)] |-----|
832):  (11, 15, 13, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(9*x**14 + 4*x**13 + 7*x**12 + 8*x**11 + 2*x**10 + 3*x**9 + 3*x**8 + x**7 + 8*x**6 + 9*x**5 + 2*x**4 + 4*x**3 + 8*x**2 + x + 7)] |-----|
833):  (9, 10, 13, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(9*x**14 + 5*x**13 + 3*x**12 + 6*x**11 + 4*x**10 + x**9 + 7*x**8 + 8*x**7 + 6*x**6 + 9*x**5 + 4*x**4 + 3*x**3 + 6*x**2 + 5*x + 3)] |-----|
834):  (10, 8, 10, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(7*x**11 + 5*x**10 + 7*x**9 + 2*x**8 + 9*x**7 + 9*x**6 + 3*x**5 + 2*x**4 + 4*x**3 + 4*x**2 + 4*x + 3)] |-----|
835):  (14, 1, 9, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(9*x**10 + 2*x**9 + 3*x**8 + 7*x**7 + 9*x**6 + 8*x**5 + 4*x**4 + 9*x**3 + 3*x**2 + 2*x + 1)] |-----|
836):  (7, 8, 8, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(4*x**9 + 9*x**8 + 5*x**7 + 6*x**6 + 2*x**5 + 6*x**4 + 8*x**3 + 4*x**2 + x + 3)] |-----|
837):  (3, 5, 5, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(7*x**6 + 2*x**5 + 5*x**4 + 6*x**3 + 8*x**2 + 7*x + 9)] |-----|
838):  (9, 5, 11, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(5*x**12 + 8*x**11 + 5*x**10 + 7*x**9 + 9*x**8 + 7*x**7 + 6*x**6 + 7*x**5 + 6*x**4 + 8*x**3 + 2*x**2 + 2*x + 1)] |-----|
839):  (9, 1, 2, 1, 0, -11):  GIVEN_DERIVATION : [0, -11*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(2*x**3 + 2*x**2 + 3*x + 2)] |-----|
840):  (6, 5, 10, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(5*x**11 + 8*x**10 + 7*x**9 + 5*x**8 + 3*x**7 + 7*x**6 + 6*x**5 + 8*x**4 + 5*x**3 + 4*x**2 + 5*x + 2)] |-----|
841):  (15, 6, 13, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(5*x**14 + 8*x**13 + 6*x**12 + 9*x**11 + 7*x**10 + 5*x**9 + 6*x**8 + x**7 + 6*x**6 + 6*x**5 + 9*x**4 + x**3 + 4*x**2 + 4*x + 9)] |-----|
842):  (9, 8, 2, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(3*x**3 + 6*x**2 + 9*x + 2)] |-----|
843):  (2, 5, 4, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(5*x**5 + 3*x**4 + 9*x**3 + x**2 + 5*x + 1)] |-----|
844):  (13, 6, 15, 1, 0, -11):  GIVEN_DERIVATION : [0, -11*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(x**16 + 2*x**15 + 3*x**14 + 5*x**13 + 4*x**12 + 5*x**11 + 3*x**10 + 5*x**9 + 6*x**8 + 2*x**7 + 9*x**6 + 7*x**5 + 6*x**4 + 6*x**3 + 7*x**2 + 4*x + 4)] |-----|
845):  (5, 9, 15, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(x**16 + 9*x**15 + 3*x**14 + 5*x**13 + x**12 + x**11 + 2*x**10 + 9*x**9 + 9*x**8 + 6*x**7 + 3*x**6 + 2*x**5 + 7*x**4 + 9*x**3 + 5*x**2 + 5*x + 2)] |-----|
846):  (1, 14, 10, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(3*x**11 + 4*x**10 + 4*x**9 + 8*x**8 + 7*x**7 + 2*x**6 + 5*x**5 + 6*x**4 + 9*x**3 + x**2 + 8*x + 9)] |-----|
847):  (11, 15, 12, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(x**13 + 3*x**12 + 3*x**11 + 7*x**10 + x**9 + 7*x**8 + 5*x**7 + 3*x**6 + 4*x**5 + 6*x**4 + 5*x**3 + x**2 + 2*x + 7)] |-----|
848):  (8, 5, 10, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + x**10 + 5*x**9 + 2*x**8 + x**7 + 6*x**6 + 2*x**5 + x**4 + 6*x**3 + 4*x**2 + 9*x + 3)] |-----|
849):  (14, 11, 13, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(2*x**14 + x**13 + 2*x**12 + 5*x**11 + 5*x**10 + x**9 + 4*x**8 + 5*x**7 + 7*x**6 + 5*x**5 + 6*x**4 + 6*x**3 + 3*x**2 + 5*x + 7)] |-----|
850):  (6, 11, 7, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(5*x**8 + x**7 + 4*x**6 + 3*x**5 + 6*x**4 + 8*x**3 + 2*x**2 + 3*x + 6)] |-----|
851):  (11, 7, 5, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(6*x**6 + 8*x**5 + 2*x**4 + 9*x**3 + 3*x**2 + 2*x + 5)] |-----|
852):  (1, 3, 13, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(x**14 + 4*x**13 + x**12 + x**11 + 6*x**10 + 9*x**9 + 7*x**8 + x**7 + 8*x**6 + 8*x**5 + 3*x**4 + 2*x**3 + 7*x**2 + 9*x + 9)] |-----|
853):  (11, 11, 1, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(2*x**2 + 5*x + 3)] |-----|
854):  (8, 6, 2, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(8*x**3 + 4*x**2 + 4*x + 3)] |-----|
855):  (7, 6, 13, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(7*x**14 + 7*x**13 + 6*x**12 + 3*x**11 + x**10 + 9*x**9 + 4*x**8 + 8*x**7 + 7*x**6 + 9*x**5 + 5*x**4 + 2*x**3 + x**2 + 7*x + 8)] |-----|
856):  (10, 4, 2, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(9*x**3 + 7*x**2 + 4*x + 1)] |-----|
857):  (12, 10, 12, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(4*x**13 + 5*x**12 + 7*x**11 + 5*x**10 + 4*x**9 + 5*x**8 + 9*x**7 + 7*x**6 + 3*x**5 + x**4 + 4*x**3 + 2*x**2 + 4*x + 4)] |-----|
858):  (4, 2, 14, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(5*x**15 + 7*x**14 + x**13 + 5*x**12 + 8*x**11 + 8*x**10 + 5*x**9 + 2*x**8 + 4*x**7 + 5*x**6 + 4*x**5 + 8*x**4 + 6*x**3 + 4*x**2 + 6*x + 9)] |-----|
859):  (6, 14, 8, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(5*x**9 + 5*x**8 + 9*x**7 + 4*x**6 + 5*x**5 + 4*x**4 + 6*x**3 + x**2 + 4*x + 2)] |-----|
860):  (5, 7, 2, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(4*x**3 + 3*x**2 + x + 3)] |-----|
861):  (8, 12, 11, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(4*x**12 + 9*x**11 + 7*x**10 + 9*x**9 + 5*x**8 + 3*x**7 + 3*x**6 + 6*x**5 + 8*x**4 + 2*x**3 + x**2 + 3*x + 3)] |-----|
862):  (9, 14, 4, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(6*x**5 + 3*x**4 + x**3 + 2*x**2 + 5*x + 3)] |-----|
863):  (15, 8, 2, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(7*x**3 + 4*x**2 + 7*x + 8)] |-----|
864):  (11, 14, 9, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(2*x**10 + 7*x**9 + 3*x**8 + 4*x**7 + 3*x**6 + 5*x**5 + 4*x**4 + 8*x**3 + 3*x**2 + 6*x + 9)] |-----|
865):  (9, 14, 3, 1, 0, 1):  GIVEN_DERIVATION : [0, x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(3*x**4 + 6*x**3 + 3*x**2 + x + 2)] |-----|
866):  (12, 1, 12, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(9*x**13 + x**12 + 5*x**11 + 2*x**10 + 6*x**9 + 9*x**8 + 4*x**7 + x**6 + 5*x**5 + 2*x**4 + 4*x**3 + x**2 + 9*x + 3)] |-----|
867):  (6, 10, 12, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(5*x**13 + 3*x**12 + 9*x**11 + 2*x**10 + 6*x**9 + 8*x**8 + 7*x**7 + 8*x**6 + 9*x**5 + x**4 + 2*x**3 + 7*x**2 + 6*x + 4)] |-----|
868):  (3, 14, 13, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(7*x**14 + 7*x**13 + 6*x**12 + 2*x**11 + 9*x**10 + 7*x**9 + 5*x**8 + 7*x**7 + 3*x**6 + 8*x**5 + 6*x**4 + 5*x**3 + 6*x**2 + 9*x + 9)] |-----|
869):  (7, 14, 15, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(2*x**16 + 6*x**15 + 2*x**14 + 3*x**13 + 6*x**12 + 3*x**11 + 4*x**10 + 2*x**9 + 8*x**8 + 4*x**7 + 6*x**6 + 9*x**5 + 7*x**4 + 9*x**3 + 9*x**2 + 9*x + 4)] |-----|
870):  (2, 4, 8, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(3*x**9 + x**8 + x**7 + 6*x**6 + 7*x**5 + 4*x**4 + 5*x**3 + 9*x**2 + x + 1)] |-----|
871):  (8, 7, 10, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(2*x**11 + 8*x**10 + 9*x**9 + 7*x**8 + 6*x**7 + 8*x**6 + 7*x**5 + 7*x**4 + 4*x**3 + 2*x**2 + x + 5)] |-----|
872):  (11, 7, 9, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(8*x**10 + 3*x**9 + 7*x**8 + 9*x**7 + 2*x**6 + 3*x**5 + 6*x**4 + 2*x**3 + 7*x**2 + 3*x + 8)] |-----|
873):  (2, 14, 3, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(6*x**4 + 6*x**3 + 3*x**2 + 2*x + 1)] |-----|
874):  (9, 9, 9, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(2*x**10 + 2*x**9 + 6*x**8 + 6*x**7 + 3*x**6 + 7*x**5 + 6*x**4 + 5*x**3 + 9*x**2 + x + 1)] |-----|
875):  (6, 11, 5, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(7*x**6 + 8*x**5 + 4*x**4 + 5*x**3 + 2*x**2 + 3*x + 2)] |-----|
876):  (5, 1, 6, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(5*x**7 + 5*x**6 + x**5 + 7*x**4 + 2*x**3 + 9*x**2 + 7*x + 9)] |-----|
877):  (9, 11, 4, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(4*x**5 + 3*x**4 + 5*x**3 + 4*x**2 + 9*x + 7)] |-----|
878):  (8, 4, 5, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(2*x**6 + 5*x**5 + 9*x**4 + 8*x**3 + 4*x**2 + 7*x + 2)] |-----|
879):  (10, 12, 7, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(5*x**8 + 6*x**7 + 3*x**6 + 7*x**5 + 7*x**4 + 9*x**3 + 9*x**2 + 8*x + 2)] |-----|
880):  (1, 12, 12, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(7*x**13 + 7*x**12 + x**11 + 7*x**10 + 8*x**9 + 9*x**8 + 9*x**7 + 3*x**6 + 3*x**5 + x**4 + 9*x**3 + x**2 + 4*x + 7)] |-----|
881):  (12, 11, 1, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(3*x**2 + 8*x + 7)] |-----|
882):  (3, 6, 12, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(9*x**13 + 7*x**12 + x**11 + 4*x**10 + 6*x**9 + 8*x**8 + 6*x**7 + 9*x**6 + 3*x**5 + 3*x**4 + 4*x**3 + x**2 + 5*x + 9)] |-----|
883):  (4, 15, 10, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(5*x**11 + 5*x**10 + 5*x**9 + 2*x**8 + 4*x**7 + 5*x**6 + 6*x**5 + 7*x**4 + x**3 + 4*x**2 + 8*x + 2)] |-----|
884):  (9, 13, 8, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(9*x**9 + 7*x**8 + 7*x**7 + x**6 + 7*x**5 + x**4 + 5*x**3 + 8*x**2 + 7*x + 2)] |-----|
885):  (2, 2, 1, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, 2*y*(3*x**2 + 3*x + 1)] |-----|
886):  (14, 1, 14, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(9*x**15 + 2*x**14 + 4*x**13 + 4*x**12 + 6*x**11 + 2*x**10 + 7*x**9 + 3*x**8 + 7*x**7 + 4*x**6 + 8*x**5 + 9*x**4 + 2*x**3 + 7*x**2 + 8*x + 5)] |-----|
887):  (12, 2, 2, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(6*x**3 + 7*x**2 + 8*x + 3)] |-----|
888):  (13, 12, 8, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(x**9 + x**8 + 5*x**7 + 2*x**6 + 8*x**5 + 6*x**4 + 4*x**3 + 6*x**2 + 6*x + 5)] |-----|
889):  (6, 2, 4, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, 2*y*(x**5 + 4*x**4 + 3*x**3 + x**2 + 3*x + 1)] |-----|
890):  (6, 3, 3, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(6*x**4 + 4*x**3 + 4*x**2 + 7*x + 5)] |-----|
891):  (10, 5, 5, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, 2*y*(4*x**6 + 3*x**5 + 2*x**4 + x**3 + 2*x**2 + 2*x + 1)] |-----|
892):  (8, 1, 11, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(6*x**12 + 7*x**11 + 4*x**10 + 5*x**9 + 2*x**8 + x**7 + 9*x**6 + x**5 + x**4 + 2*x**3 + 2*x**2 + 5*x + 1)] |-----|
893):  (2, 3, 8, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(6*x**9 + 2*x**8 + 7*x**7 + x**6 + 8*x**5 + 2*x**4 + 5*x**3 + 8*x**2 + 6*x + 9)] |-----|
894):  (15, 1, 14, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(3*x**15 + 4*x**14 + 5*x**13 + 5*x**12 + 6*x**11 + 3*x**10 + 7*x**9 + 2*x**8 + 3*x**7 + 3*x**6 + 5*x**5 + 2*x**4 + 6*x**3 + 2*x**2 + 9*x + 4)] |-----|
895):  (4, 15, 4, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(9*x**5 + 5*x**4 + 4*x**3 + 8*x**2 + 2*x + 6)] |-----|
896):  (5, 9, 14, 1, 0, -11):  GIVEN_DERIVATION : [0, -11*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(5*x**15 + 9*x**14 + 9*x**13 + x**12 + 2*x**11 + x**10 + 2*x**9 + 8*x**8 + 5*x**7 + 3*x**6 + 8*x**5 + 4*x**4 + 7*x**3 + 2*x**2 + 6*x + 7)] |-----|
897):  (15, 4, 11, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(x**12 + 8*x**11 + 4*x**10 + 6*x**9 + 3*x**8 + 2*x**7 + 7*x**6 + 5*x**5 + 9*x**4 + 6*x**3 + 3*x**2 + 7*x + 6)] |-----|
898):  (1, 9, 2, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(4*x**3 + 7*x**2 + 4*x + 9)] |-----|
899):  (1, 13, 13, 1, 0, 1):  GIVEN_DERIVATION : [0, x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(8*x**14 + 9*x**13 + 4*x**12 + 9*x**11 + 6*x**10 + x**9 + 6*x**8 + 7*x**7 + 6*x**6 + x**5 + 8*x**4 + 5*x**3 + 6*x**2 + 7*x + 3)] |-----|
900):  (5, 11, 4, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(2*x**5 + 5*x**4 + x**3 + 8*x**2 + 4*x + 6)] |-----|
901):  (10, 15, 11, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(8*x**12 + 9*x**11 + 4*x**10 + x**9 + 3*x**8 + 4*x**7 + 7*x**6 + 9*x**5 + x**4 + 7*x**3 + 2*x**2 + 4*x + 2)] |-----|
902):  (7, 8, 13, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(x**14 + 4*x**13 + 4*x**12 + 6*x**11 + 5*x**10 + x**9 + x**8 + 8*x**7 + 9*x**6 + 7*x**5 + 4*x**4 + 8*x**3 + 6*x**2 + 9*x + 3)] |-----|
903):  (10, 1, 11, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(9*x**12 + 2*x**11 + 2*x**10 + 2*x**9 + 4*x**8 + 9*x**7 + 5*x**6 + 5*x**5 + 9*x**4 + 6*x**3 + 7*x**2 + 7*x + 9)] |-----|
